,HorarioH,Velocidade máxima,Horário,Gênero,Região,Idade
4312,6.75,60,405,Male,Inner Regional Australia,21
4316,10.666666666666666,100,640,Female,Inner Regional Australia,21
4317,17.0,110,1020,Female,Inner Regional Australia,25
4318,7.916666666666667,100,475,Female,Inner Regional Australia,22
4319,2.5,80,150,Male,Major Cities of Australia,28
4320,15.5,110,930,Male,Very Remote Australia,37
4321,19.566666666666666,70,1174,Male,Major Cities of Australia,35
4322,20.0,50,1200,Male,Major Cities of Australia,33
4323,10.666666666666666,100,640,Female,Inner Regional Australia,28
4324,15.75,100,945,Male,Inner Regional Australia,59
4325,11.583333333333334,70,695,Male,Major Cities of Australia,43
4326,14.0,80,840,Male,Inner Regional Australia,51
4327,6.0,100,360,Male,Inner Regional Australia,46
4330,8.333333333333334,70,500,Female,Major Cities of Australia,56
4331,11.0,100,660,Male,Inner Regional Australia,55
4332,16.166666666666668,100,970,Male,Inner Regional Australia,46
4334,17.5,100,1050,Male,Outer Regional Australia,47
4335,17.133333333333333,110,1028,Female,Very Remote Australia,45
4336,17.416666666666668,100,1045,Male,Inner Regional Australia,48
4337,10.166666666666666,70,610,Male,Inner Regional Australia,55
4339,11.0,100,660,Male,Inner Regional Australia,48
4340,10.666666666666666,100,640,Male,Inner Regional Australia,50
4341,10.666666666666666,100,640,Female,Inner Regional Australia,60
4342,10.833333333333334,100,650,Male,Inner Regional Australia,52
4343,6.0,100,360,Male,Outer Regional Australia,44
4346,13.65,60,819,Male,Outer Regional Australia,65
4347,17.666666666666668,80,1060,Female,Major Cities of Australia,66
4348,12.25,100,735,Female,Outer Regional Australia,73
4349,12.316666666666666,100,739,Male,Inner Regional Australia,71
4350,17.0,50,1020,Male,Major Cities of Australia,72
4351,8.95,110,537,Female,Inner Regional Australia,72
4352,11.833333333333334,100,710,Male,Outer Regional Australia,24
4353,16.3,100,978,Male,Inner Regional Australia,78
4354,18.333333333333332,50,1100,Female,Inner Regional Australia,83
4357,21.0,60,1260,Male,Major Cities of Australia,41
4358,13.0,100,780,Male,Inner Regional Australia,58
4359,11.0,60,660,Female,Major Cities of Australia,77
4360,15.25,60,915,Male,Major Cities of Australia,85
4361,16.333333333333332,50,980,Male,Major Cities of Australia,93
4362,13.583333333333334,70,815,Male,Major Cities of Australia,77
4363,11.833333333333334,50,710,Female,Major Cities of Australia,93
4364,17.916666666666668,60,1075,Male,Very Remote Australia,29
4365,11.25,40,675,Female,Major Cities of Australia,44
4366,19.566666666666666,70,1174,Male,Major Cities of Australia,40
4367,19.566666666666666,70,1174,Female,Major Cities of Australia,50
4368,5.1,110,306,Male,Outer Regional Australia,67
4369,23.0,60,1380,Female,Major Cities of Australia,21
4371,20.666666666666668,50,1240,Male,Major Cities of Australia,19
4372,3.6666666666666665,110,220,Male,Very Remote Australia,42
4373,21.7,60,1302,Male,Major Cities of Australia,45
4374,19.833333333333332,50,1190,Male,Outer Regional Australia,47
4375,22.833333333333332,60,1370,Male,Major Cities of Australia,43
4376,4.75,80,285,Male,Outer Regional Australia,63
4377,5.65,60,339,Male,Inner Regional Australia,54
4378,11.5,100,690,Male,Outer Regional Australia,78
4379,16.733333333333334,100,1004,Female,Outer Regional Australia,79
4380,12.416666666666666,110,745,Female,Outer Regional Australia,30
4381,7.766666666666667,50,466,Male,Inner Regional Australia,61
4382,11.0,100,660,Male,Inner Regional Australia,66
4383,10.666666666666666,100,640,Male,Inner Regional Australia,69
4384,15.416666666666666,100,925,Female,Major Cities of Australia,81
4385,2.0,100,120,Male,Outer Regional Australia,17
4386,2.0,100,120,Female,Outer Regional Australia,18
4388,1.6166666666666667,110,97,Female,Remote Australia,25
4389,18.666666666666668,100,1120,Male,Outer Regional Australia,20
4390,2.25,80,135,Male,Inner Regional Australia,19
4391,5.516666666666667,80,331,Male,Major Cities of Australia,22
4392,5.916666666666667,110,355,Male,Outer Regional Australia,29
4393,23.0,80,1380,Male,Inner Regional Australia,30
4397,1.85,60,111,Male,Major Cities of Australia,49
4398,0.16666666666666666,70,10,Male,Major Cities of Australia,42
4400,1.0,50,60,Male,Major Cities of Australia,18
4401,2.8333333333333335,50,170,Male,Major Cities of Australia,18
4402,21.616666666666667,100,1297,Male,Inner Regional Australia,19
4403,18.5,60,1110,Male,Major Cities of Australia,24
4404,4.1,100,246,Male,Outer Regional Australia,35
4405,4.066666666666666,90,244,Male,Inner Regional Australia,34
4406,2.3666666666666667,80,142,Male,Major Cities of Australia,38
4407,19.65,100,1179,Male,Inner Regional Australia,43
4408,18.033333333333335,100,1082,Male,Outer Regional Australia,43
4409,23.333333333333332,110,1400,Male,Inner Regional Australia,41
4410,20.966666666666665,50,1258,Male,Inner Regional Australia,41
4411,14.5,80,870,Female,Inner Regional Australia,79
4413,11.466666666666667,80,688,Male,Inner Regional Australia,24
4414,15.0,50,900,Male,Inner Regional Australia,21
4415,11.5,80,690,Male,Inner Regional Australia,28
4416,9.5,100,570,Female,Inner Regional Australia,31
4417,17.916666666666668,100,1075,Male,Outer Regional Australia,32
4418,8.316666666666666,80,499,Male,Outer Regional Australia,39
4419,16.5,100,990,Male,Very Remote Australia,33
4420,14.333333333333334,60,860,Male,Major Cities of Australia,36
4421,9.25,100,555,Male,Inner Regional Australia,60
4422,12.516666666666667,80,751,Male,Outer Regional Australia,56
4423,17.833333333333332,110,1070,Male,Outer Regional Australia,48
4424,17.833333333333332,110,1070,Male,Outer Regional Australia,45
4425,6.166666666666667,110,370,Male,Inner Regional Australia,43
4426,14.0,80,840,Male,Outer Regional Australia,59
4427,8.316666666666666,80,499,Female,Outer Regional Australia,44
4428,9.75,80,585,Male,Inner Regional Australia,64
4429,13.666666666666666,100,820,Female,Inner Regional Australia,70
4430,13.666666666666666,100,820,Male,Inner Regional Australia,72
4431,9.5,100,570,Male,Inner Regional Australia,67
4432,15.916666666666666,50,955,Female,Inner Regional Australia,85
4433,9.5,50,570,Male,Inner Regional Australia,84
4434,12.283333333333333,80,737,Male,Inner Regional Australia,75
4436,14.75,100,885,Male,Inner Regional Australia,89
4437,13.15,110,789,Male,Inner Regional Australia,75
4438,14.833333333333334,80,890,Male,Inner Regional Australia,82
4439,16.666666666666668,100,1000,Male,Outer Regional Australia,82
4440,13.616666666666667,80,817,Female,Major Cities of Australia,2
4441,6.55,100,393,Male,Inner Regional Australia,7
4442,7.5,110,450,Male,Very Remote Australia,22
4443,6.15,100,369,Male,Outer Regional Australia,22
4444,8.166666666666666,100,490,Male,Outer Regional Australia,20
4445,17.783333333333335,100,1067,Female,Remote Australia,34
4447,14.833333333333334,100,890,Female,Outer Regional Australia,35
4448,8.066666666666666,50,484,Male,Major Cities of Australia,35
4449,12.116666666666667,100,727,Male,Outer Regional Australia,37
4450,16.25,50,975,Male,Major Cities of Australia,33
4452,17.783333333333335,100,1067,Male,Remote Australia,44
4455,15.0,70,900,Male,Major Cities of Australia,50
4456,13.25,100,795,Female,Inner Regional Australia,64
4457,16.633333333333333,100,998,Male,Outer Regional Australia,60
4458,12.0,100,720,Male,Outer Regional Australia,60
4459,16.75,100,1005,Female,Outer Regional Australia,46
4460,15.833333333333334,100,950,Male,Inner Regional Australia,61
4461,16.666666666666668,100,1000,Male,Outer Regional Australia,59
4462,8.366666666666667,100,502,Male,Outer Regional Australia,63
4464,16.666666666666668,100,1000,Male,Outer Regional Australia,72
4465,13.616666666666667,80,817,Male,Major Cities of Australia,59
4466,7.166666666666667,80,430,Male,Major Cities of Australia,74
4467,23.816666666666666,50,1429,Male,Very Remote Australia,47
4469,1.0,80,60,Male,Outer Regional Australia,43
4470,18.333333333333332,30,1100,Male,Major Cities of Australia,80
4472,21.0,70,1260,Male,Major Cities of Australia,47
4473,22.833333333333332,60,1370,Male,Major Cities of Australia,60
4474,17.566666666666666,110,1054,Male,Major Cities of Australia,8
4475,17.566666666666666,110,1054,Female,Major Cities of Australia,27
4476,15.0,60,900,Male,Major Cities of Australia,68
4477,22.333333333333332,100,1340,Male,Inner Regional Australia,66
4478,17.0,40,1020,Male,Major Cities of Australia,82
4480,12.75,60,765,Male,Major Cities of Australia,91
4481,13.5,110,810,Male,Inner Regional Australia,54
4482,12.133333333333333,60,728,Male,Major Cities of Australia,69
4483,11.166666666666666,40,670,Female,Inner Regional Australia,62
4484,21.25,80,1275,Male,Inner Regional Australia,67
4485,22.083333333333332,100,1325,Male,Inner Regional Australia,24
4486,2.316666666666667,100,139,Male,Inner Regional Australia,35
4487,22.233333333333334,50,1334,Male,Major Cities of Australia,49
4490,1.0,110,60,Male,Very Remote Australia,55
4491,5.083333333333333,100,305,Male,Inner Regional Australia,71
4493,2.0,100,120,Male,Outer Regional Australia,36
4494,21.5,100,1290,Male,Inner Regional Australia,80
4495,22.85,80,1371,Male,Major Cities of Australia,27
4496,3.25,90,195,Male,Inner Regional Australia,47
4497,1.0833333333333333,60,65,Male,Major Cities of Australia,23
4498,2.433333333333333,100,146,Male,Inner Regional Australia,17
4499,23.25,100,1395,Male,Outer Regional Australia,23
4500,3.9833333333333334,110,239,Male,Inner Regional Australia,23
4501,4.5,80,270,Male,Inner Regional Australia,23
4502,22.2,70,1332,Male,Major Cities of Australia,38
4503,3.3333333333333335,70,200,Male,Major Cities of Australia,26
4504,0.8333333333333334,100,50,Male,Inner Regional Australia,46
4505,20.333333333333332,100,1220,Male,Outer Regional Australia,57
4508,19.75,50,1185,Male,Major Cities of Australia,16
4509,19.75,50,1185,Male,Major Cities of Australia,17
4512,4.85,60,291,Female,Major Cities of Australia,17
4513,2.1666666666666665,80,130,Male,Major Cities of Australia,21
4514,18.666666666666668,100,1120,Male,Outer Regional Australia,25
4515,20.5,100,1230,Male,Inner Regional Australia,18
4516,3.65,80,219,Male,Inner Regional Australia,18
4517,23.783333333333335,110,1427,Male,Very Remote Australia,37
4518,21.033333333333335,40,1262,Male,Major Cities of Australia,32
4519,21.0,50,1260,Male,Outer Regional Australia,36
4521,19.283333333333335,90,1157,Male,Major Cities of Australia,24
4524,23.0,60,1380,Female,Major Cities of Australia,53
4526,4.25,110,255,Female,Outer Regional Australia,56
4527,12.25,100,735,Male,Outer Regional Australia,78
4528,15.15,100,909,Female,Inner Regional Australia,87
4529,6.166666666666667,100,370,Male,Inner Regional Australia,37
4530,7.666666666666667,50,460,Male,Major Cities of Australia,62
4532,13.233333333333333,110,794,Female,Inner Regional Australia,46
4533,2.2666666666666666,60,136,Male,Major Cities of Australia,20
4535,17.083333333333332,80,1025,Female,Major Cities of Australia,62
4536,14.25,80,855,Male,Inner Regional Australia,48
4537,10.166666666666666,80,610,Male,Major Cities of Australia,69
4538,15.15,100,909,Female,Inner Regional Australia,71
4540,13.366666666666667,110,802,Male,Very Remote Australia,61
4541,8.8,50,528,Female,Major Cities of Australia,77
4542,12.866666666666667,50,772,Male,Inner Regional Australia,19
4543,22.5,60,1350,Male,Major Cities of Australia,37
4544,13.166666666666666,60,790,Male,Major Cities of Australia,18
4545,17.55,80,1053,Male,Outer Regional Australia,18
4546,11.0,110,660,Female,Very Remote Australia,34
4548,7.333333333333333,110,440,Male,Inner Regional Australia,34
4549,7.216666666666667,70,433,Female,Inner Regional Australia,33
4550,8.0,110,480,Male,Very Remote Australia,26
4552,15.166666666666666,100,910,Male,Inner Regional Australia,29
4553,12.166666666666666,100,730,Female,Outer Regional Australia,34
4554,16.416666666666668,100,985,Male,Inner Regional Australia,63
4556,17.133333333333333,80,1028,Female,Inner Regional Australia,49
4557,10.916666666666666,50,655,Male,Inner Regional Australia,59
4558,10.0,50,600,Male,Inner Regional Australia,53
4559,16.7,110,1002,Male,Inner Regional Australia,42
4560,8.416666666666666,60,505,Male,Major Cities of Australia,60
4561,0.5833333333333334,50,35,Male,Remote Australia,46
4562,15.833333333333334,60,950,Male,Major Cities of Australia,44
4564,12.25,100,735,Male,Remote Australia,65
4565,14.666666666666666,80,880,Male,Inner Regional Australia,70
4566,11.6,50,696,Male,Outer Regional Australia,69
4568,11.916666666666666,110,715,Male,Outer Regional Australia,67
4569,14.75,100,885,Female,Outer Regional Australia,69
4570,12.066666666666666,110,724,Male,Inner Regional Australia,70
4571,17.0,100,1020,Male,Outer Regional Australia,72
4572,20.1,50,1206,Male,Remote Australia,39
4573,21.333333333333332,60,1280,Male,Major Cities of Australia,47
4574,8.933333333333334,60,536,Male,Major Cities of Australia,97
4576,5.5,110,330,Male,Major Cities of Australia,68
4577,10.166666666666666,50,610,Male,Outer Regional Australia,48
4579,16.8,40,1008,Male,Major Cities of Australia,76
4580,11.883333333333333,60,713,Male,Major Cities of Australia,93
4582,11.666666666666666,60,700,Female,Major Cities of Australia,83
4584,4.0,100,240,Male,Outer Regional Australia,73
4585,12.65,10,759,Female,Outer Regional Australia,59
4586,9.166666666666666,50,550,Male,Inner Regional Australia,65
4589,19.283333333333335,90,1157,Male,Major Cities of Australia,29
4591,16.416666666666668,100,985,Female,Inner Regional Australia,20
4593,1.4166666666666667,60,85,Male,Inner Regional Australia,19
4594,2.6666666666666665,50,160,Female,Major Cities of Australia,22
4596,1.4666666666666666,70,88,Male,Major Cities of Australia,20
4597,1.4666666666666666,70,88,Male,Major Cities of Australia,19
4598,4.5,50,270,Male,Major Cities of Australia,20
4599,20.816666666666666,70,1249,Male,Major Cities of Australia,18
4602,2.6666666666666665,50,160,Male,Major Cities of Australia,31
4603,2.6666666666666665,50,160,Male,Major Cities of Australia,39
4606,18.333333333333332,110,1100,Male,Outer Regional Australia,30
4607,19.333333333333332,100,1160,Male,Outer Regional Australia,46
4608,19.7,50,1182,Male,Major Cities of Australia,52
4609,23.333333333333332,40,1400,Male,Outer Regional Australia,21
4611,18.283333333333335,70,1097,Male,Major Cities of Australia,29
4612,20.5,100,1230,Male,Outer Regional Australia,38
4613,5.5,90,330,Male,Outer Regional Australia,51
4614,18.0,50,1080,Male,Inner Regional Australia,40
4615,5.05,110,303,Male,Inner Regional Australia,40
4616,16.75,80,1005,Female,Outer Regional Australia,18
4619,17.5,80,1050,Male,Major Cities of Australia,22
4621,16.666666666666668,80,1000,Male,Inner Regional Australia,32
4622,12.833333333333334,80,770,Male,Major Cities of Australia,32
4623,14.9,100,894,Male,Major Cities of Australia,34
4624,8.083333333333334,100,485,Female,Inner Regional Australia,61
4625,6.15,110,369,Male,Inner Regional Australia,53
4626,11.583333333333334,80,695,Male,Inner Regional Australia,42
4629,8.083333333333334,100,485,Male,Inner Regional Australia,69
4630,16.15,100,969,Female,Outer Regional Australia,67
4631,17.866666666666667,60,1072,Male,Outer Regional Australia,66
4632,13.5,60,810,Male,Major Cities of Australia,29
4633,17.5,60,1050,Male,Major Cities of Australia,83
4635,13.5,100,810,Male,Outer Regional Australia,87
4636,7.666666666666667,80,460,Female,Inner Regional Australia,77
4637,14.333333333333334,110,860,Female,Inner Regional Australia,16
4639,11.083333333333334,110,665,Female,Inner Regional Australia,16
4642,11.3,100,678,Female,Inner Regional Australia,18
4643,7.0,100,420,Male,Inner Regional Australia,21
4644,6.166666666666667,60,370,Male,Major Cities of Australia,19
4645,16.116666666666667,60,967,Male,Major Cities of Australia,22
4648,15.666666666666666,80,940,Male,Inner Regional Australia,43
4649,14.5,50,870,Female,Inner Regional Australia,44
4650,13.333333333333334,60,800,Male,Major Cities of Australia,46
4651,13.45,110,807,Male,Inner Regional Australia,58
4652,15.166666666666666,80,910,Male,Inner Regional Australia,64
4653,17.25,70,1035,Male,Major Cities of Australia,56
4654,16.75,100,1005,Female,Inner Regional Australia,40
4657,17.833333333333332,100,1070,Male,Inner Regional Australia,44
4659,7.666666666666667,100,460,Male,Inner Regional Australia,55
4662,8.833333333333334,100,530,Female,Inner Regional Australia,72
4663,10.666666666666666,100,640,Male,Inner Regional Australia,69
4665,15.483333333333333,110,929,Male,Inner Regional Australia,69
4666,15.816666666666666,80,949,Male,Major Cities of Australia,66
4667,12.5,80,750,Male,Major Cities of Australia,34
4668,13.666666666666666,110,820,Female,Inner Regional Australia,64
4670,19.25,60,1155,Male,Inner Regional Australia,81
4671,4.666666666666667,60,280,Female,Major Cities of Australia,19
4672,19.5,110,1170,Female,Very Remote Australia,39
4674,18.95,60,1137,Male,Major Cities of Australia,54
4675,20.15,80,1209,Male,Outer Regional Australia,41
4676,20.833333333333332,100,1250,Male,Inner Regional Australia,62
4678,9.9,40,594,Female,Major Cities of Australia,78
4679,0.4166666666666667,110,25,Male,Inner Regional Australia,71
4680,16.666666666666668,60,1000,Male,Major Cities of Australia,67
4683,19.833333333333332,60,1190,Female,Major Cities of Australia,86
4685,18.366666666666667,50,1102,Male,Major Cities of Australia,69
4686,20.0,50,1200,Male,Major Cities of Australia,42
4687,14.133333333333333,100,848,Female,Inner Regional Australia,77
4688,16.75,80,1005,Female,Outer Regional Australia,15
4690,22.75,100,1365,Female,Outer Regional Australia,19
4691,0.4666666666666667,100,28,Male,Outer Regional Australia,21
4692,0.4666666666666667,100,28,Male,Outer Regional Australia,21
4693,0.4666666666666667,100,28,Male,Outer Regional Australia,21
4695,5.2,100,312,Female,Outer Regional Australia,19
4696,3.0,80,180,Male,Inner Regional Australia,20
4698,20.0,100,1200,Male,Inner Regional Australia,27
4699,18.5,60,1110,Female,Major Cities of Australia,87
4700,19.75,50,1185,Male,Major Cities of Australia,34
4701,20.666666666666668,90,1240,Female,Very Remote Australia,38
4702,4.166666666666667,100,250,Male,Inner Regional Australia,26
4704,4.166666666666667,100,250,Female,Inner Regional Australia,21
4705,18.25,100,1095,Female,Outer Regional Australia,80
4706,19.766666666666666,60,1186,Female,Major Cities of Australia,85
4707,1.0,50,60,Male,Inner Regional Australia,21
4708,1.0,50,60,Male,Inner Regional Australia,21
4709,0.5,50,30,Male,Inner Regional Australia,24
4710,23.9,60,1434,Male,Major Cities of Australia,17
4712,4.75,100,285,Male,Outer Regional Australia,29
4713,5.166666666666667,60,310,Male,Major Cities of Australia,23
4714,5.5,60,330,Male,Major Cities of Australia,39
4715,1.0,60,60,Male,Major Cities of Australia,62
4716,12.0,50,720,Male,Inner Regional Australia,77
4717,9.75,60,585,Male,Major Cities of Australia,76
4720,11.016666666666667,90,661,Male,Major Cities of Australia,24
4721,14.45,100,867,Male,Inner Regional Australia,17
4722,10.833333333333334,80,650,Male,Outer Regional Australia,32
4723,13.5,80,810,Male,Outer Regional Australia,37
4724,13.083333333333334,80,785,Male,Inner Regional Australia,37
4725,15.666666666666666,60,940,Male,Inner Regional Australia,28
4726,15.5,50,930,Male,Major Cities of Australia,28
4727,7.933333333333334,100,476,Male,Outer Regional Australia,44
4728,6.5,80,390,Female,Major Cities of Australia,40
4730,13.333333333333334,100,800,Male,Inner Regional Australia,53
4731,16.583333333333332,110,995,Female,Inner Regional Australia,64
4732,16.583333333333332,110,995,Female,Inner Regional Australia,46
4733,15.833333333333334,100,950,Female,Remote Australia,46
4734,15.166666666666666,80,910,Male,Inner Regional Australia,72
4735,17.666666666666668,80,1060,Female,Major Cities of Australia,50
4736,11.833333333333334,50,710,Female,Inner Regional Australia,90
4737,15.283333333333333,110,917,Female,Outer Regional Australia,76
4738,13.5,60,810,Female,Inner Regional Australia,93
4739,10.333333333333334,110,620,Male,Inner Regional Australia,82
4741,8.916666666666666,100,535,Female,Outer Regional Australia,75
4742,11.566666666666666,100,694,Male,Major Cities of Australia,79
4746,8.0,100,480,Male,Outer Regional Australia,29
4747,7.25,110,435,Male,Outer Regional Australia,6
4748,14.833333333333334,60,890,Male,Major Cities of Australia,25
4749,16.5,60,990,Male,Major Cities of Australia,24
4750,15.333333333333334,100,920,Male,Major Cities of Australia,22
4751,17.0,80,1020,Male,Major Cities of Australia,18
4752,11.0,110,660,Male,Inner Regional Australia,19
4754,15.083333333333334,100,905,Male,Inner Regional Australia,35
4755,14.833333333333334,60,890,Male,Major Cities of Australia,29
4756,7.25,110,435,Female,Outer Regional Australia,38
4757,8.833333333333334,70,530,Female,Major Cities of Australia,43
4758,13.833333333333334,100,830,Male,Outer Regional Australia,48
4759,7.166666666666667,70,430,Male,Major Cities of Australia,54
4760,6.416666666666667,100,385,Male,Outer Regional Australia,52
4761,9.25,100,555,Male,Inner Regional Australia,60
4762,14.716666666666667,100,883,Male,Outer Regional Australia,47
4763,14.716666666666667,100,883,Female,Outer Regional Australia,60
4764,17.75,80,1065,Female,Major Cities of Australia,40
4765,16.133333333333333,110,968,Male,Outer Regional Australia,43
4766,16.666666666666668,60,1000,Male,Major Cities of Australia,57
4767,15.833333333333334,60,950,Male,Major Cities of Australia,43
4769,15.5,60,930,Male,Major Cities of Australia,51
4770,13.416666666666666,110,805,Male,Remote Australia,49
4771,11.5,60,690,Male,Major Cities of Australia,45
4772,10.833333333333334,110,650,Male,Outer Regional Australia,59
4773,10.416666666666666,110,625,Male,Outer Regional Australia,41
4774,6.016666666666667,60,361,Male,Major Cities of Australia,49
4775,9.0,100,540,Female,Inner Regional Australia,49
4776,9.5,100,570,Female,Very Remote Australia,55
4777,13.333333333333334,60,800,Male,Major Cities of Australia,72
4778,16.25,100,975,Male,Outer Regional Australia,66
4779,16.0,110,960,Male,Inner Regional Australia,69
4780,12.25,100,735,Male,Inner Regional Australia,71
4782,11.333333333333334,100,680,Male,Inner Regional Australia,65
4783,13.583333333333334,110,815,Female,Remote Australia,65
4784,7.25,110,435,Male,Outer Regional Australia,83
4785,22.0,70,1320,Male,Major Cities of Australia,20
4787,10.0,60,600,Male,Major Cities of Australia,83
4788,7.5,50,450,Male,Major Cities of Australia,84
4790,12.916666666666666,70,775,Female,Major Cities of Australia,95
4791,0.4166666666666667,60,25,Male,Major Cities of Australia,34
4792,21.483333333333334,100,1289,Female,Outer Regional Australia,26
4793,7.583333333333333,60,455,Female,Major Cities of Australia,75
4795,18.916666666666668,40,1135,Female,Major Cities of Australia,81
4796,19.3,100,1158,Female,Major Cities of Australia,14
4797,18.416666666666668,60,1105,Male,Major Cities of Australia,18
4798,18.75,100,1125,Male,Inner Regional Australia,29
4799,21.666666666666668,100,1300,Male,Inner Regional Australia,56
4800,19.3,100,1158,Female,Major Cities of Australia,44
4801,19.166666666666668,90,1150,Female,Major Cities of Australia,77
4803,20.083333333333332,80,1205,Male,Major Cities of Australia,21
4804,23.333333333333332,50,1400,Male,Inner Regional Australia,18
4805,5.5,110,330,Male,Outer Regional Australia,17
4806,1.75,100,105,Male,Inner Regional Australia,21
4808,21.75,110,1305,Male,Major Cities of Australia,35
4809,23.0,110,1380,Male,Outer Regional Australia,32
4812,19.416666666666668,110,1165,Female,Inner Regional Australia,28
4813,23.566666666666666,100,1414,Male,Outer Regional Australia,59
4814,19.5,100,1170,Male,Outer Regional Australia,55
4816,20.833333333333332,80,1250,Male,Inner Regional Australia,50
