,HorarioH,Velocidade máxima,Horário,Gênero,Região,Idade
6569,20,100,1205,Male,Inner Regional Australia,22
6573,18,100,1080,Male,Outer Regional Australia,48
6575,3,60,215,Male,Major Cities of Australia,20
6576,3,60,215,Male,Major Cities of Australia,20
6581,21,110,1260,Male,Remote Australia,38
6584,19,70,1140,Male,Inner Regional Australia,45
6585,1,40,62,Male,Very Remote Australia,48
6586,18,110,1095,Male,Inner Regional Australia,48
6591,7,50,476,Male,Major Cities of Australia,88
6592,12,60,746,Female,Major Cities of Australia,5
6593,9,60,580,Male,Major Cities of Australia,36
6595,9,50,580,Female,Inner Regional Australia,31
6596,9,80,565,Male,Inner Regional Australia,60
6597,13,60,831,Male,Major Cities of Australia,42
6598,13,110,806,Male,Outer Regional Australia,51
6600,17,80,1055,Male,Inner Regional Australia,67
6601,11,50,665,Female,Inner Regional Australia,72
6602,17,80,1069,Female,Major Cities of Australia,82
6608,16,100,1010,Female,Outer Regional Australia,19
6609,15,70,937,Male,Major Cities of Australia,17
6610,17,110,1020,Male,Very Remote Australia,24
6611,1,50,71,Female,Major Cities of Australia,36
6612,1,50,71,Female,Major Cities of Australia,37
6613,1,50,71,Female,Major Cities of Australia,36
6615,22,60,1365,Male,Major Cities of Australia,34
6618,6,110,399,Female,Outer Regional Australia,31
6619,7,60,443,Female,Major Cities of Australia,30
6623,12,100,720,Male,Outer Regional Australia,60
6626,16,50,995,Male,Major Cities of Australia,44
6633,10,80,620,Male,Inner Regional Australia,44
6635,14,110,895,Male,Outer Regional Australia,65
6636,12,100,765,Male,Outer Regional Australia,73
6643,20,60,1205,Male,Major Cities of Australia,27
6645,20,100,1220,Female,Outer Regional Australia,35
6646,15,60,905,Male,Major Cities of Australia,33
6648,9,50,595,Female,Major Cities of Australia,86
6650,12,110,720,Male,Remote Australia,22
6652,10,50,610,Female,Major Cities of Australia,40
6654,17,50,1054,Male,Major Cities of Australia,67
6655,7,60,450,Male,Major Cities of Australia,46
6656,16,50,985,Male,Major Cities of Australia,41
6660,14,100,880,Male,Inner Regional Australia,75
6661,11,100,661,Female,Outer Regional Australia,65
6664,2,100,135,Female,Inner Regional Australia,22
6668,0,50,49,Male,Major Cities of Australia,37
6669,19,80,1193,Male,Inner Regional Australia,30
6670,21,80,1279,Male,Major Cities of Australia,28
6671,5,80,340,Male,Major Cities of Australia,36
6677,3,100,190,Male,Remote Australia,27
6678,21,60,1305,Female,Major Cities of Australia,17
6679,20,110,1235,Male,Outer Regional Australia,24
6684,1,50,62,Female,Inner Regional Australia,24
6686,19,100,1170,Male,Outer Regional Australia,37
6687,18,100,1105,Male,Outer Regional Australia,49
6688,20,100,1225,Male,Inner Regional Australia,59
6689,4,80,265,Male,Inner Regional Australia,40
6692,2,110,150,Male,Very Remote Australia,61
6693,11,80,710,Female,Major Cities of Australia,90
6694,11,80,710,Male,Major Cities of Australia,33
6696,15,60,940,Female,Major Cities of Australia,43
6698,17,100,1055,Male,Inner Regional Australia,46
6699,0,100,30,Male,Outer Regional Australia,18
6701,11,90,705,Male,Outer Regional Australia,57
6702,11,80,710,Female,Major Cities of Australia,61
6704,16,110,970,Male,Very Remote Australia,50
6705,17,110,1040,Male,Outer Regional Australia,53
6706,11,100,715,Male,Inner Regional Australia,51
6709,11,80,705,Male,Outer Regional Australia,89
6711,13,50,835,Male,Inner Regional Australia,84
6713,17,110,1049,Male,Outer Regional Australia,75
6714,12,100,759,Male,Inner Regional Australia,88
6717,13,110,780,Female,Outer Regional Australia,15
6718,14,110,840,Male,Remote Australia,18
6719,7,110,460,Male,Inner Regional Australia,21
6721,10,50,630,Male,Major Cities of Australia,20
6723,15,110,924,Male,Inner Regional Australia,19
6725,15,110,935,Male,Very Remote Australia,23
6728,6,110,360,Female,Outer Regional Australia,26
6729,19,80,1198,Male,Inner Regional Australia,31
6730,12,110,740,Male,Outer Regional Australia,30
6732,17,130,1050,Male,Very Remote Australia,26
6733,7,110,460,Female,Inner Regional Australia,37
6735,12,100,759,Male,Inner Regional Australia,57
6738,8,100,510,Male,Inner Regional Australia,44
6740,9,100,570,Male,Inner Regional Australia,49
6744,14,100,870,Female,Inner Regional Australia,61
6745,9,110,575,Male,Outer Regional Australia,40
6746,17,110,1049,Female,Outer Regional Australia,74
6747,12,100,779,Male,Outer Regional Australia,74
6748,15,110,947,Male,Outer Regional Australia,67
6753,19,60,1140,Male,Major Cities of Australia,21
6754,18,40,1085,Female,Major Cities of Australia,63
6757,14,70,875,Female,Major Cities of Australia,82
6759,12,50,728,Female,Inner Regional Australia,92
6760,20,60,1252,Female,Major Cities of Australia,21
6761,16,50,965,Male,Major Cities of Australia,14
6762,11,60,685,Female,Major Cities of Australia,90
6763,5,60,310,Male,Major Cities of Australia,46
6764,18,110,1125,Male,Very Remote Australia,55
6765,1,110,60,Male,Remote Australia,40
6766,19,80,1198,Male,Inner Regional Australia,17
6770,4,100,283,Female,Outer Regional Australia,23
6771,2,100,125,Male,Outer Regional Australia,20
6772,2,60,145,Male,Outer Regional Australia,20
6773,4,100,283,Male,Outer Regional Australia,27
6774,22,110,1350,Male,Outer Regional Australia,33
6775,5,80,341,Male,Major Cities of Australia,60
6776,2,60,150,Male,Major Cities of Australia,60
6777,4,110,270,Male,Outer Regional Australia,61
6778,1,60,90,Male,Inner Regional Australia,21
6779,18,50,1130,Male,Inner Regional Australia,21
6780,21,70,1304,Female,Major Cities of Australia,25
6781,21,70,1304,Male,Major Cities of Australia,19
6782,21,70,1304,Male,Major Cities of Australia,24
6783,5,100,315,Female,Inner Regional Australia,20
6784,23,100,1380,Male,Major Cities of Australia,18
6785,18,100,1085,Male,Outer Regional Australia,27
6786,23,70,1398,Male,Major Cities of Australia,43
6787,2,80,120,Male,Outer Regional Australia,56
6788,2,110,163,Male,Remote Australia,43
6789,10,60,610,Male,Inner Regional Australia,84
6790,16,80,960,Female,Inner Regional Australia,90
6791,14,100,870,Female,Very Remote Australia,0
6792,12,100,720,Female,Inner Regional Australia,26
6795,13,100,795,Female,Inner Regional Australia,48
6796,13,100,795,Female,Inner Regional Australia,61
6797,11,100,665,Female,Outer Regional Australia,59
6798,10,110,610,Male,Very Remote Australia,44
6799,5,110,352,Male,Outer Regional Australia,19
6800,5,110,352,Male,Outer Regional Australia,19
6802,13,80,810,Female,Major Cities of Australia,58
6804,13,110,820,Male,Inner Regional Australia,64
6805,11,80,675,Male,Major Cities of Australia,56
6807,11,60,715,Female,Major Cities of Australia,82
6808,11,60,715,Male,Major Cities of Australia,84
6809,11,100,680,Female,Inner Regional Australia,18
6810,15,100,940,Male,Inner Regional Australia,36
6811,12,100,765,Female,Inner Regional Australia,4
6812,12,60,758,Male,Outer Regional Australia,16
6813,17,110,1050,Female,Very Remote Australia,9
6814,6,50,390,Male,Major Cities of Australia,25
6815,11,100,710,Male,Inner Regional Australia,18
6816,1,80,80,Male,Very Remote Australia,38
6817,6,80,372,Male,Major Cities of Australia,31
6818,14,110,885,Male,Very Remote Australia,37
6819,17,60,1050,Male,Major Cities of Australia,31
6820,17,100,1030,Female,Inner Regional Australia,29
6822,13,60,790,Male,Outer Regional Australia,60
6823,13,100,783,Male,Inner Regional Australia,51
6824,9,110,585,Male,Outer Regional Australia,50
6826,15,50,909,Male,Major Cities of Australia,49
6827,11,90,670,Male,Inner Regional Australia,45
6828,7,110,465,Female,Very Remote Australia,57
6831,15,100,910,Female,Outer Regional Australia,54
6832,14,60,840,Male,Outer Regional Australia,45
6833,15,80,930,Male,Major Cities of Australia,49
6835,7,80,472,Male,Inner Regional Australia,70
6836,9,110,590,Female,Outer Regional Australia,72
6837,15,110,950,Female,Outer Regional Australia,69
6838,15,110,915,Male,Outer Regional Australia,26
6839,22,80,1350,Male,Outer Regional Australia,37
6840,22,70,1370,Male,Inner Regional Australia,32
6841,4,60,240,Male,Major Cities of Australia,52
6842,14,50,850,Female,Major Cities of Australia,78
6843,15,60,900,Male,Major Cities of Australia,86
6845,4,100,283,Male,Outer Regional Australia,42
6846,18,110,1098,Female,Outer Regional Australia,71
6847,18,90,1100,Female,Inner Regional Australia,77
6848,21,70,1290,Male,Major Cities of Australia,31
6850,4,130,252,Female,Very Remote Australia,26
6852,19,50,1145,Male,Major Cities of Australia,28
6854,18,100,1117,Male,Outer Regional Australia,56
6855,20,110,1230,Male,Inner Regional Australia,43
6856,19,60,1140,Male,Very Remote Australia,66
6857,23,100,1380,Male,Major Cities of Australia,16
6858,19,80,1160,Male,Inner Regional Australia,21
6859,18,100,1088,Male,Outer Regional Australia,34
6860,19,100,1197,Male,Inner Regional Australia,19
6861,17,80,1022,Female,Outer Regional Australia,11
6862,17,80,1022,Female,Outer Regional Australia,80
6863,17,40,1070,Male,Major Cities of Australia,32
6864,11,60,660,Female,Major Cities of Australia,74
6865,3,80,215,Male,Major Cities of Australia,15
6866,3,90,183,Male,Major Cities of Australia,25
6868,21,60,1260,Male,Inner Regional Australia,38
6869,3,90,183,Female,Major Cities of Australia,29
6870,19,100,1154,Female,Inner Regional Australia,32
6872,18,60,1083,Female,Major Cities of Australia,30
6873,3,100,195,Male,Inner Regional Australia,47
6874,3,100,195,Male,Inner Regional Australia,60
6875,3,60,236,Male,Major Cities of Australia,50
6876,22,100,1350,Male,Inner Regional Australia,18
6877,21,100,1276,Female,Inner Regional Australia,25
6878,18,100,1119,Male,Inner Regional Australia,18
6879,20,80,1220,Male,Remote Australia,26
6881,16,100,1005,Female,Outer Regional Australia,19
6882,11,110,661,Male,Outer Regional Australia,19
6883,9,110,565,Female,Outer Regional Australia,23
6884,9,90,545,Male,Major Cities of Australia,32
6886,15,110,900,Male,Very Remote Australia,28
6887,17,80,1050,Male,Inner Regional Australia,28
6888,16,100,982,Male,Inner Regional Australia,50
6889,16,110,970,Male,Outer Regional Australia,49
6890,9,50,583,Male,Inner Regional Australia,62
6891,17,100,1040,Male,Inner Regional Australia,65
6892,17,80,1040,Male,Very Remote Australia,31
6893,15,100,945,Male,Outer Regional Australia,76
6894,17,100,1066,Male,Outer Regional Australia,86
6896,16,100,990,Female,Outer Regional Australia,82
6900,10,100,650,Male,Outer Regional Australia,20
6901,16,100,1013,Male,Inner Regional Australia,20
6903,16,100,980,Female,Inner Regional Australia,22
6904,7,100,455,Male,Inner Regional Australia,19
6905,16,80,1015,Female,Outer Regional Australia,17
6906,15,100,935,Male,Inner Regional Australia,21
6907,17,100,1032,Male,Inner Regional Australia,28
6910,8,110,495,Female,Remote Australia,28
6911,16,100,1000,Female,Inner Regional Australia,31
6912,8,100,485,Male,Inner Regional Australia,29
6913,17,80,1070,Male,Inner Regional Australia,27
6914,8,100,525,Male,Major Cities of Australia,28
6918,9,80,540,Male,Inner Regional Australia,57
6919,6,75,410,Male,Major Cities of Australia,52
6920,9,60,583,Male,Inner Regional Australia,59
6921,6,80,360,Male,Inner Regional Australia,43
6922,16,80,1015,Female,Outer Regional Australia,50
6924,14,100,880,Male,Inner Regional Australia,58
6925,14,60,840,Male,Major Cities of Australia,61
6926,15,60,915,Female,Major Cities of Australia,59
6927,7,60,462,Female,Major Cities of Australia,47
6929,16,100,990,Male,Outer Regional Australia,68
6930,14,100,840,Male,Inner Regional Australia,72
6932,17,60,1050,Female,Outer Regional Australia,69
6933,12,100,745,Male,Outer Regional Australia,68
6935,10,100,645,Male,Very Remote Australia,67
6936,13,70,820,Male,Major Cities of Australia,73
6937,13,100,780,Female,Outer Regional Australia,67
6939,14,110,864,Male,Outer Regional Australia,60
6941,19,50,1181,Male,Major Cities of Australia,78
6942,22,50,1320,Female,Major Cities of Australia,26
6943,22,60,1370,Male,Major Cities of Australia,56
6946,1,110,100,Male,Outer Regional Australia,67
6947,0,50,10,Male,Major Cities of Australia,69
6948,17,110,1066,Male,Inner Regional Australia,82
6950,15,60,950,Female,Major Cities of Australia,83
6951,14,60,885,Female,Major Cities of Australia,63
6952,11,50,716,Female,Major Cities of Australia,62
6953,17,60,1043,Female,Major Cities of Australia,73
6954,0,60,20,Male,Major Cities of Australia,28
6955,0,100,5,Male,Major Cities of Australia,85
6956,1,60,102,Female,Inner Regional Australia,83
6957,3,60,180,Male,Major Cities of Australia,13
6958,0,110,56,Male,Very Remote Australia,47
6961,1,60,75,Male,Major Cities of Australia,21
6962,0,70,55,Male,Major Cities of Australia,25
6965,18,60,1121,Male,Inner Regional Australia,39
6966,18,110,1105,Female,Outer Regional Australia,26
6967,18,110,1105,Male,Outer Regional Australia,30
6969,21,60,1300,Male,Major Cities of Australia,31
6970,20,60,1230,Female,Major Cities of Australia,80
6972,20,100,1208,Male,Inner Regional Australia,48
6973,20,100,1200,Male,Outer Regional Australia,45
6974,21,100,1290,Female,Inner Regional Australia,57
6975,5,110,339,Female,Inner Regional Australia,44
6976,23,80,1394,Male,Outer Regional Australia,24
6978,2,100,130,Female,Remote Australia,35
6980,23,80,1395,Male,Inner Regional Australia,26
6981,5,100,330,Female,Very Remote Australia,27
6982,5,90,340,Female,Major Cities of Australia,54
6983,20,70,1215,Male,Very Remote Australia,51
6985,4,110,270,Female,Major Cities of Australia,49
6986,0,110,5,Male,Inner Regional Australia,45
6988,0,100,30,Male,Outer Regional Australia,54
6990,17,60,1060,Female,Major Cities of Australia,88
6991,7,110,420,Male,Very Remote Australia,24
6992,12,80,760,Male,Inner Regional Australia,18
6993,12,100,760,Male,Outer Regional Australia,18
6994,9,80,540,Male,Inner Regional Australia,22
6995,15,110,945,Male,Remote Australia,32
6996,15,110,945,Male,Remote Australia,32
6997,13,110,817,Female,Outer Regional Australia,36
6998,10,110,620,Male,Outer Regional Australia,35
6999,11,100,715,Male,Remote Australia,29
7000,12,80,767,Male,Major Cities of Australia,39
7001,12,100,725,Male,Inner Regional Australia,47
7003,16,100,980,Male,Inner Regional Australia,46
7004,10,50,600,Male,Major Cities of Australia,41
7005,16,100,1005,Male,Outer Regional Australia,52
7006,11,80,690,Male,Inner Regional Australia,50
7007,9,50,593,Male,Inner Regional Australia,59
7008,13,110,830,Male,Outer Regional Australia,53
7009,14,100,860,Male,Inner Regional Australia,63
7010,14,80,850,Female,Outer Regional Australia,46
7013,14,80,850,Male,Outer Regional Australia,67
7014,14,80,850,Female,Outer Regional Australia,72
7016,8,100,490,Male,Outer Regional Australia,31
7018,14,100,895,Male,Outer Regional Australia,79
7019,14,60,860,Female,Major Cities of Australia,82
7020,14,60,847,Male,Major Cities of Australia,82
7021,15,70,930,Male,Major Cities of Australia,84
7022,10,100,655,Male,Inner Regional Australia,80
7023,13,70,803,Female,Major Cities of Australia,91
7025,12,100,747,Female,Inner Regional Australia,92
7026,8,100,530,Male,Outer Regional Australia,77
7028,12,80,750,Male,Outer Regional Australia,17
7029,14,100,885,Female,Outer Regional Australia,24
7030,8,50,510,Male,Major Cities of Australia,25
7032,15,60,900,Female,Major Cities of Australia,35
7033,12,100,758,Female,Outer Regional Australia,26
7034,15,110,900,Female,Outer Regional Australia,36
7035,0,70,26,Male,Outer Regional Australia,36
7036,23,50,1425,Male,Inner Regional Australia,51
7037,14,80,860,Male,Major Cities of Australia,32
7038,12,100,760,Female,Inner Regional Australia,26
7039,16,50,1001,Male,Major Cities of Australia,34
7040,7,80,467,Male,Major Cities of Australia,28
7041,12,100,750,Male,Inner Regional Australia,61
7042,14,60,855,Female,Major Cities of Australia,45
7044,16,80,980,Female,Inner Regional Australia,42
7045,15,60,936,Male,Major Cities of Australia,52
7046,13,60,806,Female,Major Cities of Australia,63
7047,7,80,445,Male,Major Cities of Australia,50
7048,17,60,1054,Male,Major Cities of Australia,54
7049,14,100,853,Male,Outer Regional Australia,40
7050,23,70,1403,Female,Major Cities of Australia,40
7051,7,100,420,Female,Outer Regional Australia,53
7052,13,100,791,Male,Inner Regional Australia,52
7053,12,100,740,Female,Inner Regional Australia,45
7054,10,80,630,Male,Major Cities of Australia,60
7055,10,70,620,Male,Major Cities of Australia,49
7062,16,80,975,Female,Outer Regional Australia,71
7063,16,80,979,Male,Major Cities of Australia,72
7064,8,100,530,Female,Outer Regional Australia,73
7065,8,50,530,Male,Outer Regional Australia,65
7066,10,100,620,Male,Inner Regional Australia,66
7068,13,50,790,Male,Major Cities of Australia,60
7070,16,40,966,Female,Major Cities of Australia,62
7071,17,60,1052,Male,Major Cities of Australia,61
7072,15,50,955,Male,Outer Regional Australia,68
7073,9,50,540,Female,Major Cities of Australia,68
7075,20,60,1205,Male,Major Cities of Australia,54
7076,23,80,1385,Female,Major Cities of Australia,25
7077,21,80,1260,Female,Major Cities of Australia,16
7078,18,60,1095,Female,Major Cities of Australia,16
7079,22,60,1378,Male,Major Cities of Australia,36
7081,20,60,1215,Male,Major Cities of Australia,71
7088,23,80,1430,Male,Inner Regional Australia,18
7089,3,100,187,Male,Outer Regional Australia,18
7093,18,70,1100,Female,Major Cities of Australia,86
7094,22,60,1328,Male,Major Cities of Australia,33
7095,2,80,140,Male,Inner Regional Australia,30
7096,5,70,307,Male,Outer Regional Australia,26
7097,5,100,320,Male,Outer Regional Australia,45
7098,22,110,1364,Male,Outer Regional Australia,58
7099,20,60,1220,Male,Major Cities of Australia,43
7101,21,50,1261,Male,Major Cities of Australia,18
7102,18,100,1110,Female,Outer Regional Australia,17
7103,20,100,1210,Female,Outer Regional Australia,23
7104,5,100,300,Male,Inner Regional Australia,29
7105,18,60,1137,Male,Major Cities of Australia,31
7106,22,80,1342,Male,Very Remote Australia,47
7107,21,70,1275,Male,Major Cities of Australia,48
7109,19,100,1165,Female,Inner Regional Australia,64
7110,18,100,1100,Male,Inner Regional Australia,44
7113,8,100,480,Male,Outer Regional Australia,79
7114,15,60,910,Female,Inner Regional Australia,87
7116,13,100,780,Male,Inner Regional Australia,18
7117,16,100,1005,Male,Inner Regional Australia,21
7118,13,50,835,Male,Inner Regional Australia,24
7119,8,80,532,Male,Major Cities of Australia,32
7120,16,90,960,Male,Outer Regional Australia,28
7121,7,100,455,Male,Major Cities of Australia,39
7124,13,100,809,Female,Inner Regional Australia,40
7125,13,80,834,Female,Inner Regional Australia,45
7127,13,100,795,Male,Outer Regional Australia,50
7130,15,110,937,Female,Outer Regional Australia,84
7131,11,50,660,Male,Major Cities of Australia,77
7132,10,100,610,Female,Outer Regional Australia,88
7133,12,60,750,Male,Major Cities of Australia,84
7136,16,110,1008,Male,Inner Regional Australia,19
7137,17,80,1065,Male,Major Cities of Australia,24
7138,6,90,375,Male,Major Cities of Australia,20
7140,12,100,765,Male,Inner Regional Australia,36
7141,17,100,1035,Male,Outer Regional Australia,46
7142,16,60,966,Male,Remote Australia,48
7144,6,60,369,Female,Inner Regional Australia,42
7145,17,90,1076,Male,Inner Regional Australia,54
7146,11,80,690,Male,Inner Regional Australia,47
7147,14,100,875,Male,Outer Regional Australia,43
7148,10,110,645,Male,Outer Regional Australia,47
7149,7,100,430,Male,Outer Regional Australia,52
7150,14,80,854,Male,Inner Regional Australia,48
7151,14,100,885,Male,Very Remote Australia,56
7152,9,60,575,Female,Inner Regional Australia,68
7153,14,110,860,Male,Outer Regional Australia,67
7154,14,60,840,Female,Major Cities of Australia,72
7156,15,80,910,Male,Outer Regional Australia,71
7157,7,100,425,Male,Inner Regional Australia,71
7158,23,60,1389,Male,Major Cities of Australia,45
7159,16,110,1008,Male,Inner Regional Australia,42
7161,18,50,1132,Male,Major Cities of Australia,16
7163,9,50,560,Female,Major Cities of Australia,85
7164,11,50,675,Female,Inner Regional Australia,81
7166,7,80,426,Female,Inner Regional Australia,73
7167,10,10,640,Female,Major Cities of Australia,72
7168,18,60,1131,Male,Inner Regional Australia,15
7169,23,100,1410,Male,Outer Regional Australia,43
7170,1,110,110,Male,Outer Regional Australia,44
7171,19,100,1140,Male,Inner Regional Australia,43
7172,22,80,1342,Female,Very Remote Australia,14
7173,21,50,1290,Male,Major Cities of Australia,24
7175,15,100,930,Female,Outer Regional Australia,70
7176,15,100,930,Male,Outer Regional Australia,70
7177,3,80,180,Male,Inner Regional Australia,16
7178,23,50,1430,Female,Major Cities of Australia,16
7179,0,60,43,Female,Major Cities of Australia,15
7180,20,50,1257,Male,Major Cities of Australia,14
7181,2,110,139,Male,Inner Regional Australia,24
7182,2,70,178,Male,Remote Australia,25
7183,20,50,1257,Male,Major Cities of Australia,17
7184,5,110,330,Male,Inner Regional Australia,18
7185,2,90,125,Female,Outer Regional Australia,23
7187,20,80,1200,Male,Outer Regional Australia,36
7188,2,90,125,Male,Outer Regional Australia,27
7189,2,90,125,Male,Outer Regional Australia,31
7190,2,60,120,Male,Major Cities of Australia,27
7191,22,100,1335,Male,Inner Regional Australia,41
7194,18,100,1110,Male,Inner Regional Australia,44
7195,20,60,1210,Male,Major Cities of Australia,55
7196,19,100,1140,Female,Outer Regional Australia,2
7197,21,70,1266,Male,Major Cities of Australia,20
7198,1,100,90,Male,Inner Regional Australia,22
7199,18,110,1120,Male,Outer Regional Australia,18
7200,23,110,1425,Male,Remote Australia,29
7201,19,110,1160,Male,Remote Australia,29
7202,2,100,125,Male,Outer Regional Australia,27
7204,0,60,25,Female,Inner Regional Australia,47
7205,4,50,294,Male,Major Cities of Australia,53
7207,20,70,1230,Female,Inner Regional Australia,58
7208,0,100,20,Male,Major Cities of Australia,54
7209,22,100,1378,Male,Major Cities of Australia,57
7210,8,100,480,Male,Inner Regional Australia,65
7212,15,100,930,Female,Inner Regional Australia,11
7213,6,70,411,Male,Major Cities of Australia,15
7214,15,80,935,Male,Inner Regional Australia,21
7215,15,80,935,Male,Inner Regional Australia,17
7216,15,80,935,Male,Inner Regional Australia,19
7217,8,110,520,Male,Major Cities of Australia,22
7218,6,70,411,Male,Major Cities of Australia,17
7219,6,70,411,Male,Major Cities of Australia,18
7220,6,70,411,Male,Major Cities of Australia,17
7221,12,100,730,Female,Inner Regional Australia,27
7222,9,90,570,Male,Inner Regional Australia,31
7226,14,80,840,Male,Outer Regional Australia,37
7227,14,80,885,Male,Inner Regional Australia,27
7228,14,110,849,Female,Outer Regional Australia,53
7229,7,90,473,Female,Outer Regional Australia,52
7230,11,100,699,Male,Inner Regional Australia,44
7231,13,80,825,Male,Outer Regional Australia,49
7233,14,110,840,Female,Very Remote Australia,46
7234,11,100,665,Male,Outer Regional Australia,59
7235,13,80,795,Male,Major Cities of Australia,72
7236,13,80,795,Female,Major Cities of Australia,72
7237,14,110,849,Male,Outer Regional Australia,67
7238,6,50,415,Male,Major Cities of Australia,89
7239,17,110,1039,Male,Remote Australia,82
7240,13,100,818,Female,Inner Regional Australia,88
7241,9,60,584,Female,Major Cities of Australia,91
7242,9,60,584,Female,Major Cities of Australia,88
7243,15,60,923,Male,Major Cities of Australia,92
7244,17,80,1020,Male,Major Cities of Australia,97
7246,12,80,765,Male,Outer Regional Australia,23
7249,17,100,1060,Female,Inner Regional Australia,7
7250,17,100,1050,Female,Major Cities of Australia,19
7251,13,50,825,Male,Major Cities of Australia,18
7252,10,110,601,Male,Major Cities of Australia,20
7253,15,110,900,Male,Inner Regional Australia,24
7255,14,110,840,Male,Very Remote Australia,32
7256,17,80,1027,Male,Outer Regional Australia,28
7257,16,70,960,Male,Inner Regional Australia,39
7260,16,100,965,Male,Remote Australia,31
7261,12,80,750,Male,Inner Regional Australia,62
7262,12,50,770,Male,Major Cities of Australia,44
7263,15,110,934,Female,Outer Regional Australia,62
7265,17,110,1050,Male,Very Remote Australia,63
7266,14,100,885,Male,Outer Regional Australia,55
7267,14,60,894,Male,Major Cities of Australia,47
7268,9,100,580,Male,Inner Regional Australia,67
7269,11,100,700,Female,Inner Regional Australia,70
7270,15,80,950,Male,Inner Regional Australia,68
7271,15,80,900,Male,Inner Regional Australia,24
7272,10,100,610,Male,Outer Regional Australia,65
7273,18,60,1130,Female,Major Cities of Australia,82
7274,18,70,1120,Male,Major Cities of Australia,75
7275,19,50,1152,Male,Major Cities of Australia,45
7276,21,80,1265,Female,Outer Regional Australia,43
7277,20,80,1216,Male,Inner Regional Australia,60
7278,21,60,1275,Male,Major Cities of Australia,45
7279,18,50,1090,Male,Outer Regional Australia,36
7280,1,60,75,Female,Major Cities of Australia,49
7281,19,80,1190,Male,Major Cities of Australia,42
7282,9,50,555,Male,Major Cities of Australia,75
7283,9,50,555,Female,Major Cities of Australia,65
7284,10,60,635,Male,Major Cities of Australia,66
7285,10,70,620,Female,Inner Regional Australia,94
7286,9,50,575,Male,Major Cities of Australia,77
7287,11,60,675,Female,Major Cities of Australia,94
7288,9,50,595,Female,Major Cities of Australia,83
7289,16,60,980,Male,Major Cities of Australia,70
7290,16,50,1000,Male,Major Cities of Australia,10
7291,15,80,912,Male,Major Cities of Australia,14
7292,9,50,590,Male,Major Cities of Australia,46
7293,11,80,668,Male,Major Cities of Australia,68
7294,7,60,420,Male,Major Cities of Australia,71
7295,19,90,1140,Male,Outer Regional Australia,52
7296,1,60,109,Male,Major Cities of Australia,54
7298,13,60,784,Male,Outer Regional Australia,20
7299,9,70,578,Female,Major Cities of Australia,89
7300,15,100,945,Male,Inner Regional Australia,2
7303,20,100,1230,Male,Inner Regional Australia,34
7304,1,100,60,Male,Remote Australia,32
7306,19,110,1155,Male,Inner Regional Australia,30
7307,1,110,70,Male,Outer Regional Australia,28
7309,21,100,1260,Male,Outer Regional Australia,51
7310,19,80,1140,Female,Major Cities of Australia,7
7311,20,110,1215,Female,Outer Regional Australia,18
7312,1,100,90,Female,Outer Regional Australia,25
7313,5,100,350,Male,Major Cities of Australia,29
7314,3,60,185,Male,Major Cities of Australia,39
7315,22,50,1335,Male,Inner Regional Australia,33
7316,1,60,75,Male,Outer Regional Australia,35
7317,1,60,75,Male,Outer Regional Australia,35
7319,4,50,285,Male,Inner Regional Australia,30
7322,22,100,1369,Male,Major Cities of Australia,41
7323,15,80,945,Male,Inner Regional Australia,23
7325,8,70,520,Male,Major Cities of Australia,28
7328,14,80,870,Male,Inner Regional Australia,28
7330,16,80,960,Male,Inner Regional Australia,31
7331,7,60,445,Male,Inner Regional Australia,57
7332,11,100,660,Male,Outer Regional Australia,57
7333,6,70,380,Male,Outer Regional Australia,50
7334,12,110,760,Male,Inner Regional Australia,49
7335,17,80,1020,Female,Very Remote Australia,53
7337,14,100,850,Male,Outer Regional Australia,78
7338,9,80,560,Female,Inner Regional Australia,87
7339,15,100,900,Male,Inner Regional Australia,93
7341,17,60,1020,Female,Outer Regional Australia,86
7342,15,100,930,Male,Outer Regional Australia,76
7343,1,100,100,Male,Inner Regional Australia,37
7345,7,100,435,Male,Inner Regional Australia,8
7346,17,110,1020,Female,Inner Regional Australia,23
7348,14,100,865,Male,Inner Regional Australia,18
7350,8,100,535,Male,Inner Regional Australia,27
7351,15,80,922,Male,Major Cities of Australia,30
7352,7,100,420,Male,Outer Regional Australia,36
7356,8,70,520,Female,Outer Regional Australia,32
7357,9,100,568,Female,Inner Regional Australia,60
7358,12,80,753,Male,Inner Regional Australia,48
7359,9,100,595,Female,Inner Regional Australia,41
7360,13,60,810,Male,Major Cities of Australia,45
7361,15,100,955,Male,Inner Regional Australia,42
7362,8,50,525,Male,Inner Regional Australia,44
7363,9,100,565,Female,Remote Australia,47
7364,15,80,914,Male,Major Cities of Australia,42
7366,15,60,935,Male,Inner Regional Australia,46
7367,8,70,520,Male,Outer Regional Australia,40
7368,14,100,885,Female,Inner Regional Australia,55
7369,18,80,1125,Male,Major Cities of Australia,46
7370,16,100,1015,Male,Outer Regional Australia,73
7371,15,100,930,Female,Outer Regional Australia,74
7372,13,70,800,Female,Major Cities of Australia,73
7373,16,100,960,Male,Remote Australia,74
7374,9,110,560,Female,Outer Regional Australia,23
7376,15,60,935,Male,Inner Regional Australia,65
7379,18,50,1109,Female,Major Cities of Australia,74
7380,23,70,1438,Male,Major Cities of Australia,47
7381,18,60,1081,Female,Major Cities of Australia,69
7382,4,60,280,Male,Remote Australia,35
