,HorarioH,VelocidadeMaxima,Horário,Gênero,Região,Idade,Ano,Mes,TipoBatida
7914,16,80,960,Male,Outer Regional Australia,82,2015,1,1
7916,14,100,875,Male,Inner Regional Australia,86,2015,1,2
7917,8,50,515,Male,Major Cities of Australia,70,2015,1,2
7918,16,80,970,Male,Inner Regional Australia,7,2015,1,1
7919,6,100,395,Male,Inner Regional Australia,28,2015,1,1
7920,10,100,640,Female,Inner Regional Australia,4,2015,1,1
7921,12,80,760,Female,Inner Regional Australia,15,2015,1,2
7922,16,100,1004,Male,Inner Regional Australia,18,2015,1,2
7923,17,110,1058,Male,Outer Regional Australia,27,2015,1,2
7924,10,70,645,Male,Major Cities of Australia,29,2015,1,2
7925,16,110,1004,Male,Remote Australia,33,2015,1,2
7926,16,110,1004,Male,Remote Australia,33,2015,1,2
7927,20,60,1205,Male,Major Cities of Australia,36,2015,1,2
7929,7,100,460,Male,Inner Regional Australia,31,2015,1,2
7930,14,100,840,Female,Inner Regional Australia,38,2015,1,1
7931,13,60,784,Female,Major Cities of Australia,37,2015,1,2
7932,7,60,464,Male,Major Cities of Australia,42,2015,1,2
7933,14,100,870,Male,Outer Regional Australia,51,2015,1,2
7934,10,70,645,Male,Major Cities of Australia,52,2015,1,2
7935,16,110,1004,Male,Remote Australia,59,2015,1,2
7936,6,100,390,Male,Outer Regional Australia,56,2015,1,2
7937,15,90,956,Male,Major Cities of Australia,45,2015,1,1
7939,7,60,465,Male,Major Cities of Australia,49,2015,1,1
7940,17,50,1061,Male,Major Cities of Australia,40,2015,1,2
7941,16,80,980,Female,Major Cities of Australia,62,2015,1,2
7942,5,80,350,Male,Major Cities of Australia,60,2015,1,2
7943,8,110,480,Female,Remote Australia,47,2015,1,1
7944,12,80,760,Female,Inner Regional Australia,45,2015,1,2
7945,14,60,855,Male,Inner Regional Australia,55,2015,1,1
7946,9,100,570,Female,Inner Regional Australia,58,2015,1,2
7948,15,40,955,Male,Major Cities of Australia,74,2015,1,1
7949,10,50,610,Male,Inner Regional Australia,71,2015,1,2
7950,14,100,895,Female,Inner Regional Australia,67,2015,1,2
7951,12,100,725,Female,Inner Regional Australia,73,2015,1,2
7952,14,110,886,Male,Very Remote Australia,11,2015,1,1
7953,6,100,395,Male,Inner Regional Australia,22,2015,1,1
7954,6,100,395,Male,Inner Regional Australia,20,2015,1,1
7955,6,100,395,Male,Inner Regional Australia,22,2015,1,1
7956,22,60,1375,Male,Major Cities of Australia,66,2015,1,1
7957,21,60,1300,Male,Major Cities of Australia,47,2015,1,1
7959,23,60,1410,Male,Major Cities of Australia,17,2015,1,1
7960,8,60,510,Female,Major Cities of Australia,85,2015,1,2
7961,23,50,1405,Female,Major Cities of Australia,81,2015,1,2
7962,21,110,1305,Male,Inner Regional Australia,33,2015,1,1
7963,0,40,30,Male,Outer Regional Australia,29,2015,1,1
7964,22,50,1330,Male,Major Cities of Australia,40,2015,1,1
7965,20,110,1222,Male,Very Remote Australia,73,2015,1,1
7966,0,100,10,Male,Inner Regional Australia,35,2015,1,2
7967,23,50,1439,Female,Major Cities of Australia,17,2015,1,1
7969,11,100,690,Male,Outer Regional Australia,75,2015,1,1
7970,15,110,925,Male,Inner Regional Australia,76,2015,1,2
7971,16,110,1009,Male,Outer Regional Australia,69,2015,1,2
7973,6,70,411,Male,Major Cities of Australia,28,2015,1,1
7976,20,60,1255,Male,Inner Regional Australia,19,2014,12,2
7981,1,110,70,Male,Remote Australia,27,2014,12,1
7982,2,110,150,Female,Remote Australia,42,2014,12,1
7986,19,100,1189,Male,Inner Regional Australia,0,2014,12,1
7991,23,110,1412,Male,Inner Regional Australia,48,2014,12,1
7992,18,100,1118,Female,Inner Regional Australia,46,2014,12,1
7993,0,110,9,Male,Outer Regional Australia,43,2014,12,1
7994,21,100,1275,Male,Inner Regional Australia,48,2014,12,1
7996,15,110,930,Male,Outer Regional Australia,78,2014,12,2
8001,0,110,5,Female,Outer Regional Australia,24,2014,12,2
8002,0,110,5,Male,Outer Regional Australia,24,2014,12,2
8006,11,110,695,Male,Inner Regional Australia,34,2014,12,1
8011,11,110,690,Female,Outer Regional Australia,16,2014,12,2
8012,11,110,710,Male,Outer Regional Australia,11,2014,12,2
8013,22,50,1349,Male,Major Cities of Australia,30,2014,12,1
8016,11,110,690,Male,Outer Regional Australia,22,2014,12,2
8017,6,100,360,Male,Outer Regional Australia,25,2014,12,1
8023,8,80,500,Male,Inner Regional Australia,34,2014,12,2
8026,6,90,415,Male,Outer Regional Australia,64,2014,12,1
8029,11,110,690,Female,Outer Regional Australia,45,2014,12,2
8030,12,110,770,Male,Very Remote Australia,57,2014,12,1
8031,15,50,950,Female,Major Cities of Australia,43,2014,12,2
8033,15,110,945,Female,Outer Regional Australia,61,2014,12,1
8036,11,110,690,Female,Outer Regional Australia,68,2014,12,2
8038,21,50,1285,Female,Outer Regional Australia,84,2014,12,1
8039,23,50,1425,Male,Major Cities of Australia,37,2014,12,1
8040,0,60,25,Male,Major Cities of Australia,57,2014,12,1
8044,13,50,782,Male,Major Cities of Australia,18,2014,12,1
8046,16,110,990,Male,Outer Regional Australia,65,2014,12,2
8047,23,110,1380,Male,Outer Regional Australia,2,2014,12,1
8049,0,60,30,Female,Inner Regional Australia,19,2014,12,1
8050,1,60,70,Male,Major Cities of Australia,32,2014,12,1
8051,21,50,1290,Male,Major Cities of Australia,40,2014,12,2
8054,21,80,1313,Male,Inner Regional Australia,54,2014,12,1
8055,14,100,890,Female,Inner Regional Australia,65,2014,12,2
8059,8,100,525,Male,Outer Regional Australia,70,2014,12,1
8060,18,80,1083,Female,Inner Regional Australia,4,2014,11,1
8073,20,80,1240,Female,Inner Regional Australia,54,2014,11,2
8075,20,110,1240,Male,Very Remote Australia,73,2014,11,1
8078,21,80,1261,Female,Major Cities of Australia,23,2014,11,2
8083,18,100,1125,Male,Inner Regional Australia,30,2014,11,1
8088,9,110,570,Female,Outer Regional Australia,84,2014,11,1
8090,11,50,670,Female,Inner Regional Australia,87,2014,11,1
8092,11,60,708,Female,Major Cities of Australia,8,2014,11,2
8093,13,90,810,Female,Outer Regional Australia,23,2014,11,1
8096,13,110,800,Female,Outer Regional Australia,21,2014,11,1
8103,16,50,1001,Male,Major Cities of Australia,41,2014,11,2
8106,15,60,949,Male,Inner Regional Australia,58,2014,11,2
8107,12,60,735,Male,Major Cities of Australia,62,2014,11,1
8113,13,100,830,Male,Inner Regional Australia,47,2014,11,2
8114,15,110,939,Male,Inner Regional Australia,23,2014,11,1
8117,17,60,1065,Male,Outer Regional Australia,21,2014,11,2
8122,13,110,832,Male,Very Remote Australia,35,2014,11,1
8123,14,70,880,Female,Remote Australia,32,2014,11,1
8124,14,70,885,Male,Major Cities of Australia,34,2014,11,2
8126,16,60,1000,Male,Inner Regional Australia,27,2014,11,1
8128,17,110,1065,Female,Very Remote Australia,28,2014,11,2
8132,16,80,972,Male,Inner Regional Australia,41,2014,11,2
8138,17,110,1065,Male,Very Remote Australia,49,2014,11,2
8139,9,60,590,Female,Major Cities of Australia,70,2014,11,2
8140,17,100,1020,Male,Remote Australia,69,2014,11,1
8153,17,60,1075,Male,Major Cities of Australia,70,2014,11,1
8162,19,60,1145,Female,Major Cities of Australia,97,2014,11,1
8163,16,110,965,Male,Outer Regional Australia,13,2014,11,2
8168,18,110,1135,Female,Very Remote Australia,8,2014,10,2
8169,19,110,1141,Male,Very Remote Australia,15,2014,10,1
8171,19,60,1165,Male,Major Cities of Australia,20,2014,10,1
8173,22,100,1320,Male,Very Remote Australia,20,2014,10,1
8175,21,60,1260,Male,Major Cities of Australia,82,2014,10,2
8176,23,50,1380,Female,Remote Australia,15,2014,10,1
8181,18,110,1135,Male,Very Remote Australia,1,2014,10,2
8182,18,110,1135,Female,Very Remote Australia,5,2014,10,2
8183,2,110,150,Male,Remote Australia,32,2014,10,1
8187,19,60,1165,Male,Major Cities of Australia,25,2014,10,1
8191,6,110,390,Male,Remote Australia,16,2014,10,1
8197,7,70,453,Male,Major Cities of Australia,31,2014,10,2
8206,8,110,495,Female,Outer Regional Australia,83,2014,10,1
8213,7,100,455,Male,Inner Regional Australia,18,2014,10,2
8216,17,100,1065,Male,Major Cities of Australia,21,2014,10,1
8219,10,110,640,Female,Very Remote Australia,32,2014,10,1
8222,6,100,375,Male,Inner Regional Australia,38,2014,10,2
8224,15,60,925,Male,Major Cities of Australia,34,2014,10,1
8228,11,110,710,Female,Inner Regional Australia,64,2014,10,2
8231,16,50,1015,Male,Major Cities of Australia,47,2014,10,2
8233,14,110,840,Female,Outer Regional Australia,64,2014,10,1
8235,9,70,568,Male,Major Cities of Australia,42,2014,10,2
8236,16,100,964,Female,Outer Regional Australia,64,2014,10,2
8239,10,110,653,Female,Outer Regional Australia,64,2014,10,2
8242,14,110,867,Male,Inner Regional Australia,33,2014,10,1
8246,19,60,1164,Male,Inner Regional Australia,30,2014,10,1
8248,14,60,840,Male,Major Cities of Australia,94,2014,10,1
8251,11,20,710,Male,Major Cities of Australia,21,2014,10,1
8253,17,50,1070,Female,Inner Regional Australia,64,2014,10,1
8258,1,110,105,Female,Inner Regional Australia,21,2014,10,1
8264,18,110,1135,Female,Very Remote Australia,38,2014,10,2
8267,17,90,1077,Male,Major Cities of Australia,27,2014,10,2
8270,8,100,510,Female,Remote Australia,53,2014,10,1
8273,20,110,1250,Male,Inner Regional Australia,21,2014,9,1
8276,23,50,1389,Male,Remote Australia,35,2014,9,1
8278,3,60,237,Male,Major Cities of Australia,22,2014,9,1
8279,3,60,237,Female,Major Cities of Australia,22,2014,9,1
8280,1,70,60,Male,Remote Australia,26,2014,9,1
8288,19,110,1170,Male,Remote Australia,81,2014,9,1
8296,19,100,1140,Male,Outer Regional Australia,56,2014,9,1
8299,3,110,230,Male,Very Remote Australia,57,2014,9,1
8303,17,100,1050,Male,Very Remote Australia,79,2014,9,1
8305,11,110,679,Male,Very Remote Australia,45,2014,9,2
8309,11,80,665,Female,Major Cities of Australia,72,2014,9,1
8316,8,100,535,Female,Inner Regional Australia,38,2014,9,1
8318,6,100,405,Female,Inner Regional Australia,19,2014,9,1
8325,16,70,980,Male,Outer Regional Australia,28,2014,9,2
8327,7,40,420,Female,Very Remote Australia,36,2014,9,1
8329,9,110,565,Female,Inner Regional Australia,26,2014,9,1
8331,15,60,930,Male,Inner Regional Australia,53,2014,9,1
8333,12,100,765,Female,Inner Regional Australia,40,2014,9,2
8341,10,110,630,Male,Outer Regional Australia,48,2014,9,1
8342,20,60,1200,Male,Major Cities of Australia,44,2014,9,2
8343,13,100,785,Female,Major Cities of Australia,58,2014,9,2
8344,15,80,933,Male,Outer Regional Australia,67,2014,9,2
8350,10,100,640,Male,Very Remote Australia,66,2014,9,1
8354,2,70,159,Male,Major Cities of Australia,25,2014,9,1
8360,14,60,899,Male,Major Cities of Australia,81,2014,9,1
8361,12,60,742,Female,Major Cities of Australia,87,2014,9,1
8369,15,80,950,Male,Inner Regional Australia,65,2014,9,1
8376,23,50,1435,Male,Major Cities of Australia,23,2014,8,1
8379,18,70,1090,Male,Major Cities of Australia,64,2014,8,1
8381,20,110,1206,Male,Inner Regional Australia,50,2014,8,1
8401,15,100,940,Female,Outer Regional Australia,64,2014,8,2
8412,9,90,550,Male,Outer Regional Australia,81,2014,8,2
8416,16,80,995,Male,Inner Regional Australia,80,2014,8,1
8418,13,60,785,Female,Inner Regional Australia,86,2014,8,2
8419,6,70,368,Male,Major Cities of Australia,-9,2014,8,1
8422,11,80,670,Male,Major Cities of Australia,18,2014,8,2
8431,8,70,500,Female,Major Cities of Australia,38,2014,8,2
8436,15,110,920,Female,Inner Regional Australia,55,2014,8,2
8437,10,100,620,Male,Inner Regional Australia,46,2014,8,2
8439,13,60,795,Female,Major Cities of Australia,41,2014,8,2
8440,13,60,795,Male,Major Cities of Australia,56,2014,8,2
8442,8,110,522,Male,Remote Australia,57,2014,8,2
8446,16,110,985,Male,Outer Regional Australia,50,2014,8,1
8450,16,110,985,Male,Very Remote Australia,70,2014,8,2
8451,10,110,600,Female,Remote Australia,74,2014,8,2
8452,10,110,600,Male,Remote Australia,73,2014,8,2
8453,12,90,755,Male,Major Cities of Australia,72,2014,8,1
8460,19,60,1175,Male,Major Cities of Australia,85,2014,8,1
8473,2,110,120,Female,Remote Australia,24,2014,7,2
8474,3,70,188,Male,Major Cities of Australia,22,2014,7,1
8477,20,50,1256,Male,Major Cities of Australia,28,2014,7,1
8479,4,90,240,Male,Outer Regional Australia,36,2014,7,1
8484,19,100,1160,Female,Very Remote Australia,2,2014,7,1
8494,5,110,300,Female,Very Remote Australia,60,2014,7,1
8495,15,110,932,Male,Outer Regional Australia,84,2014,7,1
8497,16,50,985,Male,Major Cities of Australia,19,2014,7,1
8498,15,90,924,Male,Inner Regional Australia,23,2014,7,2
8502,17,60,1060,Female,Major Cities of Australia,33,2014,7,2
8509,7,70,470,Male,Inner Regional Australia,72,2014,7,2
8512,12,100,755,Female,Major Cities of Australia,21,2014,7,1
8514,11,70,684,Female,Major Cities of Australia,87,2014,7,2
8518,13,110,815,Female,Outer Regional Australia,76,2014,7,2
8519,6,110,400,Male,Outer Regional Australia,22,2014,7,1
8522,17,60,1050,Male,Major Cities of Australia,32,2014,7,1
8533,10,110,650,Female,Very Remote Australia,44,2014,7,1
8534,10,110,650,Male,Very Remote Australia,46,2014,7,1
8535,13,110,815,Male,Outer Regional Australia,50,2014,7,2
8538,14,80,885,Male,Outer Regional Australia,68,2014,7,2
8540,16,110,984,Female,Major Cities of Australia,68,2014,7,2
8546,18,100,1090,Female,Outer Regional Australia,15,2014,7,1
8552,8,60,515,Male,Major Cities of Australia,10,2014,7,1
8558,18,100,1100,Female,Inner Regional Australia,83,2014,7,1
8569,2,110,170,Male,Remote Australia,40,2014,6,1
8570,20,110,1236,Male,Outer Regional Australia,46,2014,6,1
8579,19,110,1145,Female,Inner Regional Australia,27,2014,6,2
8591,16,100,990,Female,Outer Regional Australia,57,2014,6,2
8592,14,60,844,Female,Major Cities of Australia,66,2014,6,2
8595,11,50,695,Female,Outer Regional Australia,88,2014,6,2
8596,15,50,925,Male,Outer Regional Australia,76,2014,6,2
8599,17,60,1077,Male,Outer Regional Australia,20,2014,6,1
8603,7,110,450,Female,Outer Regional Australia,25,2014,6,2
8604,7,110,450,Female,Outer Regional Australia,20,2014,6,2
8606,0,60,6,Male,Major Cities of Australia,32,2014,6,2
8609,7,110,465,Male,Remote Australia,31,2014,6,1
8612,16,110,990,Male,Inner Regional Australia,49,2014,6,2
8618,8,50,500,Female,Very Remote Australia,60,2014,6,2
8629,21,60,1260,Female,Major Cities of Australia,71,2014,6,1
8634,11,60,705,Male,Major Cities of Australia,27,2014,6,1
8636,19,100,1170,Male,Outer Regional Australia,72,2014,6,1
8638,17,70,1070,Male,Major Cities of Australia,43,2014,6,1
8643,23,60,1429,Male,Major Cities of Australia,19,2014,6,2
8649,18,110,1125,Female,Outer Regional Australia,63,2014,6,2
8653,13,100,810,Male,Very Remote Australia,82,2014,6,1
8657,18,60,1095,Female,Major Cities of Australia,91,2014,5,1
8662,21,70,1280,Male,Major Cities of Australia,38,2014,5,1
8663,19,100,1140,Female,Inner Regional Australia,49,2014,5,2
8669,22,100,1325,Male,Inner Regional Australia,28,2014,5,1
8670,18,80,1095,Male,Major Cities of Australia,60,2014,5,2
8673,15,50,900,Female,Outer Regional Australia,80,2014,5,1
8678,12,70,720,Male,Major Cities of Australia,46,2014,5,2
8687,15,50,900,Female,Outer Regional Australia,65,2014,5,1
8688,16,90,990,Male,Inner Regional Australia,70,2014,5,1
8692,12,60,755,Female,Inner Regional Australia,77,2014,5,2
8693,12,100,755,Male,Outer Regional Australia,90,2014,5,2
8704,16,110,1005,Male,Very Remote Australia,23,2014,5,1
8708,14,100,860,Male,Outer Regional Australia,19,2014,5,2
8715,12,100,765,Male,Outer Regional Australia,45,2014,5,2
8718,14,40,860,Female,Major Cities of Australia,43,2014,5,2
8729,9,110,555,Male,Inner Regional Australia,73,2014,5,1
8730,11,60,675,Male,Major Cities of Australia,70,2014,5,1
8740,17,60,1060,Male,Major Cities of Australia,83,2014,5,1
8745,6,60,407,Male,Major Cities of Australia,20,2014,5,1
8765,5,100,330,Female,Outer Regional Australia,54,2014,4,2
8767,21,110,1314,Male,Outer Regional Australia,21,2014,4,2
8768,2,60,130,Male,Major Cities of Australia,20,2014,4,2
8770,22,50,1365,Male,Major Cities of Australia,35,2014,4,1
8773,2,60,130,Male,Major Cities of Australia,26,2014,4,2
8774,5,110,333,Male,Inner Regional Australia,47,2014,4,2
8775,21,110,1290,Male,Remote Australia,19,2014,4,1
8780,15,100,900,Female,Outer Regional Australia,42,2014,4,2
8786,11,50,700,Male,Major Cities of Australia,86,2014,4,2
8793,17,50,1051,Male,Inner Regional Australia,20,2014,4,2
8794,12,110,775,Male,Very Remote Australia,17,2014,4,1
8795,11,110,715,Male,Outer Regional Australia,36,2014,4,2
8798,6,80,365,Male,Major Cities of Australia,35,2014,4,2
8806,8,110,520,Male,Remote Australia,70,2014,4,1
8808,11,100,685,Female,Outer Regional Australia,32,2014,4,2
8814,11,60,706,Male,Major Cities of Australia,63,2014,4,1
8815,20,100,1211,Male,Inner Regional Australia,26,2014,4,2
8816,20,100,1211,Female,Inner Regional Australia,28,2014,4,2
8821,20,110,1200,Male,Inner Regional Australia,61,2014,4,1
8824,21,110,1314,Male,Outer Regional Australia,27,2014,4,2
8828,7,100,425,Male,Outer Regional Australia,26,2014,4,1
8832,2,100,135,Male,Inner Regional Australia,20,2014,3,1
8835,18,60,1112,Male,Major Cities of Australia,82,2014,3,2
8836,19,100,1155,Male,Inner Regional Australia,20,2014,3,1
8837,20,60,1251,Male,Major Cities of Australia,32,2014,3,1
8839,1,100,85,Female,Inner Regional Australia,28,2014,3,1
8840,0,80,5,Male,Outer Regional Australia,41,2014,3,2
8845,20,80,1214,Male,Major Cities of Australia,24,2014,3,2
8846,20,90,1245,Male,Outer Regional Australia,26,2014,3,1
8847,18,50,1092,Male,Major Cities of Australia,33,2014,3,2
8848,19,60,1165,Male,Outer Regional Australia,32,2014,3,2
8860,6,110,410,Female,Inner Regional Australia,14,2014,3,1
8861,6,110,410,Male,Inner Regional Australia,5,2014,3,1
8867,10,110,630,Male,Very Remote Australia,35,2014,3,1
8869,15,100,900,Male,Outer Regional Australia,51,2014,3,1
8871,11,110,710,Female,Very Remote Australia,62,2014,3,1
8872,9,60,580,Female,Major Cities of Australia,49,2014,3,2
8873,12,50,720,Male,Major Cities of Australia,40,2014,3,2
8881,6,100,370,Male,Inner Regional Australia,17,2014,3,1
8888,11,60,660,Male,Major Cities of Australia,45,2014,3,1
8889,15,110,940,Male,Very Remote Australia,61,2014,3,1
8890,6,110,370,Male,Inner Regional Australia,44,2014,3,2
8891,9,110,554,Female,Inner Regional Australia,46,2014,3,2
8894,6,100,383,Male,Major Cities of Australia,50,2014,3,2
8897,12,60,775,Male,Major Cities of Australia,44,2014,3,2
8908,12,110,750,Female,Remote Australia,66,2014,3,2
8910,11,80,672,Male,Major Cities of Australia,71,2014,3,2
8916,21,100,1260,Female,Major Cities of Australia,26,2014,3,1
8917,6,90,360,Male,Remote Australia,49,2014,3,1
8918,10,70,635,Male,Major Cities of Australia,87,2014,3,1
8928,19,110,1181,Male,Inner Regional Australia,25,2014,3,1
8929,19,60,1184,Male,Major Cities of Australia,31,2014,3,1
8947,18,90,1135,Male,Outer Regional Australia,63,2014,2,1
8954,18,110,1095,Male,Inner Regional Australia,49,2014,2,2
8955,18,110,1095,Male,Inner Regional Australia,47,2014,2,2
8962,9,60,555,Male,Major Cities of Australia,64,2014,2,1
8965,17,110,1050,Male,Outer Regional Australia,42,2014,2,1
8976,15,80,925,Male,Inner Regional Australia,82,2014,2,2
8983,7,110,471,Female,Outer Regional Australia,0,2014,2,1
8985,7,110,471,Female,Outer Regional Australia,19,2014,2,1
8986,16,90,1017,Male,Outer Regional Australia,21,2014,2,2
8988,15,110,915,Female,Very Remote Australia,20,2014,2,1
8991,17,110,1032,Male,Outer Regional Australia,33,2014,2,1
8997,17,110,1074,Male,Outer Regional Australia,43,2014,2,1
8998,16,90,1017,Male,Outer Regional Australia,54,2014,2,2
9003,10,70,633,Male,Inner Regional Australia,42,2014,2,2
9004,8,70,525,Male,Major Cities of Australia,60,2014,2,1
9007,11,110,673,Male,Inner Regional Australia,65,2014,2,2
